Grid_x,Grid_y,Office,Fort Carson,COS East / Airport,COS,USAFA,Monument & North,Northeast,Woodland Park,Pueblo,Fountain,Pinon Canyon Maneuver Site,Midpoint,Corners
63,34,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.90915267999999, 39.15909178]","[[-104.9213861, 39.1672675], [-104.919301, 39.1452107], [-104.8908055, 39.1468281], [-104.8928847, 39.1688851], [-104.9213861, 39.1672675]]"
63,35,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.91123550000002, 39.1811426]","[[-104.9234715, 39.1893156], [-104.9213859, 39.1672654], [-104.89288450000001, 39.168883], [-104.89496410000001, 39.1909334], [-104.9234715, 39.1893156]]"
63,36,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.91332012000001, 39.2032009]","[[-104.9255592, 39.2113763], [-104.9234719, 39.1893199], [-104.8949645, 39.1909377], [-104.8970458, 39.2129943], [-104.9255592, 39.2113763]]"
63,37,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.91540508, 39.225251300000004]","[[-104.9276467, 39.233424], [-104.92555899999999, 39.2113742], [-104.8970456, 39.2129921], [-104.8991274, 39.2350422], [-104.9276467, 39.233424]]"
63,38,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.91749087999999, 39.2472987]","[[-104.9297352, 39.25547], [-104.9276467, 39.2334235], [-104.8991274, 39.235041700000004], [-104.9012099, 39.25708830000001], [-104.9297352, 39.25547]]"
63,39,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.91957842, 39.269353159999994]","[[-104.9318258, 39.2775269], [-104.9297356, 39.255474199999995], [-104.9012103, 39.25709249999999], [-104.90329460000001, 39.27914529999999], [-104.9318258, 39.2775269]]"
63,40,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.92166634, 39.2913998]","[[-104.9339163, 39.2995708], [-104.93182560000001, 39.2775247], [-104.90329440000001, 39.2791432], [-104.9053791, 39.3011895], [-104.9339163, 39.2995708]]"
63,41,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.92375414, 39.31343404]","[[-104.9360065, 39.3216002], [-104.93391580000001, 39.299566], [-104.9053786, 39.3011847], [-104.9074633, 39.3232191], [-104.9360065, 39.3216002]]"
63,42,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.92584394000001, 39.3354774]","[[-104.9380994, 39.3436464], [-104.9360069, 39.321605], [-104.9074638, 39.3232238], [-104.9095502, 39.3452654], [-104.9380994, 39.3436464]]"
63,43,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.92793394, 39.35751162]","[[-104.9401919, 39.3656775], [-104.9380991, 39.343643699999994], [-104.90955, 39.34526269999999], [-104.9116368, 39.36729669999999], [-104.9401919, 39.3656775]]"
63,44,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.93002489999999, 39.37954404]","[[-104.9422856, 39.3877089], [-104.9401919, 39.3656775], [-104.9116368, 39.3672967], [-104.9137246, 39.389328199999994], [-104.9422856, 39.3877089]]"
63,45,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.93211763999997, 39.4015834]","[[-104.9443814, 39.4097506], [-104.942286, 39.3877131], [-104.913725, 39.3893325], [-104.9158144, 39.4113702], [-104.9443814, 39.4097506]]"
63,46,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.9342106, 39.42361378]","[[-104.9464769, 39.4317779], [-104.9443812, 39.409748], [-104.91581409999999, 39.4113675], [-104.91790389999998, 39.4333976], [-104.9464769, 39.4317779]]"
63,47,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.93630406, 39.44563768]","[[-104.948573, 39.4537991], [-104.94647669999999, 39.4317758], [-104.9179037, 39.433395499999996], [-104.9199939, 39.4554189], [-104.948573, 39.4537991]]"
63,48,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.93839896, 39.46766542]","[[-104.9506708, 39.4758279], [-104.9485732, 39.4538017], [-104.9199942, 39.4554216], [-104.9220858, 39.477448], [-104.9506708, 39.4758279]]"
63,49,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.94049464000003, 39.48968912]","[[-104.9527692, 39.4978502], [-104.95067080000001, 39.4758274], [-104.9220858, 39.4774474], [-104.9241782, 39.4994704], [-104.9527692, 39.4978502]]"
64,34,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.88074368, 39.160702380000004]","[[-104.8929349, 39.1688823], [-104.8908557, 39.1468253], [-104.8624598, 39.148432400000004], [-104.8645331, 39.1704896], [-104.8929349, 39.1688823]]"
64,35,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.88282059999999, 39.1827534]","[[-104.8950144, 39.1909306], [-104.8929347, 39.168880200000004], [-104.8645329, 39.17048750000001], [-104.8666066, 39.19253810000001], [-104.8950144, 39.1909306]]"
64,36,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.88489927999998, 39.2048118]","[[-104.8970961, 39.2129914], [-104.8950148, 39.1909348], [-104.866607, 39.1925423], [-104.8686824, 39.2145991], [-104.8970961, 39.2129914]]"
64,37,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.88697832, 39.226862419999996]","[[-104.8991777, 39.2350393], [-104.8970959, 39.2129893], [-104.8686822, 39.214597], [-104.87075809999999, 39.2366472], [-104.8991777, 39.2350393]]"
64,38,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.88905811999999, 39.24890998000001]","[[-104.9012602, 39.2570855], [-104.8991776, 39.235038800000005], [-104.870758, 39.23664660000001], [-104.87283459999999, 39.25869350000001], [-104.9012602, 39.2570855]]"
64,39,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.89113975999999, 39.27096462]","[[-104.9033449, 39.2791425], [-104.90126059999999, 39.2570897], [-104.87283499999998, 39.2586977], [-104.87491339999998, 39.2807507], [-104.9033449, 39.2791425]]"
64,40,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.89322172, 39.2930114]","[[-104.9054294, 39.3011866], [-104.9033447, 39.2791404], [-104.87491320000001, 39.2807485], [-104.87699190000001, 39.3027949], [-104.9054294, 39.3011866]]"
64,41,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.89530356, 39.315045819999995]","[[-104.9075136, 39.3232162], [-104.9054289, 39.301181799999995], [-104.8769915, 39.3027902], [-104.8790702, 39.32482469999999], [-104.9075136, 39.3232162]]"
64,42,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.89738743999999, 39.33708934]","[[-104.9096006, 39.3452625], [-104.9075141, 39.323221], [-104.8790707, 39.3248295], [-104.8811512, 39.3468712], [-104.9096006, 39.3452625]]"
64,43,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.89947151999999, 39.35912374]","[[-104.9116872, 39.3672938], [-104.90960030000001, 39.3452599], [-104.881151, 39.3468686], [-104.8832319, 39.3689026], [-104.9116872, 39.3672938]]"
64,44,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.90155652000001, 39.381156319999995]","[[-104.9137749, 39.3893254], [-104.9116872, 39.3672938], [-104.8832319, 39.3689026], [-104.8853137, 39.3909344], [-104.9137749, 39.3893254]]"
64,45,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.90364326000001, 39.403195860000004]","[[-104.9158647, 39.4113673], [-104.9137753, 39.3893296], [-104.8853141, 39.390938600000005], [-104.8873975, 39.412976500000006], [-104.9158647, 39.4113673]]"
64,46,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.9057303, 39.4252264]","[[-104.9179543, 39.4333947], [-104.91586450000001, 39.4113647], [-104.88739730000002, 39.4129738], [-104.88948110000001, 39.4350041], [-104.9179543, 39.4333947]]"
64,47,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.90781776000001, 39.447250479999994]","[[-104.9200443, 39.4554161], [-104.9179541, 39.4333926], [-104.88948090000001, 39.435002], [-104.89156520000002, 39.457025599999994], [-104.9200443, 39.4554161]]"
64,48,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.90990674, 39.46927837999999]","[[-104.9221362, 39.4774451], [-104.9200446, 39.455418699999996], [-104.8915655, 39.457028199999996], [-104.8936512, 39.47905479999999], [-104.9221362, 39.4774451]]"
64,49,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.91199642000001, 39.49130230000001]","[[-104.9242286, 39.4994676], [-104.92213620000001, 39.477444600000005], [-104.89365110000001, 39.47905430000001], [-104.89573760000002, 39.50107740000001], [-104.9242286, 39.4994676]]"
65,34,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.85234387999999, 39.162307760000004]","[[-104.8645331, 39.1704896], [-104.8624598, 39.148432400000004], [-104.834063, 39.1500349], [-104.8361304, 39.1720923], [-104.8645331, 39.1704896]]"
65,35,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.85441485999999, 39.184358960000004]","[[-104.8666066, 39.1925381], [-104.8645329, 39.1704875], [-104.8361302, 39.1720902], [-104.838198, 39.1941409], [-104.8666066, 39.1925381]]"
65,36,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.8564876, 39.20641756]","[[-104.8686824, 39.2145991], [-104.866607, 39.1925423], [-104.8381984, 39.1941452], [-104.84026779999999, 39.216202100000004], [-104.8686824, 39.2145991]]"
65,37,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.85856072000001, 39.22846836]","[[-104.8707581, 39.2366472], [-104.86868220000001, 39.214597], [-104.8402676, 39.2162], [-104.84233760000001, 39.2382504], [-104.8707581, 39.2366472]]"
65,38,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.86063458000001, 39.250516039999994]","[[-104.8728346, 39.2586935], [-104.87075800000001, 39.2366466], [-104.84233750000001, 39.2382498], [-104.84440820000002, 39.2602968], [-104.8728346, 39.2586935]]"
65,39,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.86271027999999, 39.27257088]","[[-104.8749134, 39.2807507], [-104.872835, 39.2586977], [-104.8444086, 39.2603011], [-104.846481, 39.2823542], [-104.8749134, 39.2807507]]"
65,40,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.86478628, 39.29461782]","[[-104.8769919, 39.3027949], [-104.8749132, 39.2807485], [-104.8464808, 39.282352100000004], [-104.84855359999999, 39.30439870000001], [-104.8769919, 39.3027949]]"
65,41,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.86686221999999, 39.31665242]","[[-104.8790702, 39.3248247], [-104.8769915, 39.302790200000004], [-104.8485532, 39.3043939], [-104.85062599999999, 39.3264286], [-104.8790702, 39.3248247]]"
65,42,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.86894009999999, 39.33869610000001]","[[-104.8811512, 39.3468712], [-104.8790707, 39.3248295], [-104.8506264, 39.3264334], [-104.852701, 39.348475199999996], [-104.8811512, 39.3468712]]"
65,43,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.87101825999999, 39.36073066]","[[-104.8832319, 39.3689026], [-104.881151, 39.3468686], [-104.85270080000001, 39.3484726], [-104.8547757, 39.3705069], [-104.8832319, 39.3689026]]"
65,44,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.8730973, 39.382763419999996]","[[-104.8853137, 39.3909344], [-104.8832319, 39.3689026], [-104.8547757, 39.370506899999995], [-104.8568515, 39.3925388], [-104.8853137, 39.3909344]]"
65,45,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.87517808, 39.40480312]","[[-104.8873975, 39.4129765], [-104.8853141, 39.3909386], [-104.8568519, 39.392542999999996], [-104.8589294, 39.414581], [-104.8873975, 39.4129765]]"
65,46,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.87725916, 39.42683384000001]","[[-104.8894811, 39.4350041], [-104.8873973, 39.4129738], [-104.8589292, 39.4145784], [-104.86100710000001, 39.4366088], [-104.8894811, 39.4350041]]"
65,47,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.87934068, 39.44885808]","[[-104.8915652, 39.4570256], [-104.8894809, 39.435002000000004], [-104.86100689999999, 39.436606700000006], [-104.86308519999999, 39.458630500000005], [-104.8915652, 39.4570256]]"
65,48,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.88142372, 39.47088614]","[[-104.8936512, 39.4790548], [-104.8915655, 39.4570282], [-104.8630855, 39.4586331], [-104.86516519999999, 39.4806598], [-104.8936512, 39.4790548]]"
65,49,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.88350743999999, 39.4929102]","[[-104.8957376, 39.5010774], [-104.8936511, 39.4790543], [-104.86516519999999, 39.4806593], [-104.8672457, 39.5026826], [-104.8957376, 39.5010774]]"
66,34,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.82384844, 39.16391384]","[[-104.8360777, 39.1720952], [-104.83401040000001, 39.1500379], [-104.8055075, 39.1516417], [-104.8075689, 39.1736992], [-104.8360777, 39.1720952]]"
66,35,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.82591346, 39.1859652]","[[-104.8381453, 39.1941439], [-104.83607749999999, 39.1720931], [-104.80756869999999, 39.1736971], [-104.8096305, 39.195748], [-104.8381453, 39.1941439]]"
66,36,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.82798028000002, 39.20802400000001]","[[-104.8402152, 39.2162051], [-104.8381457, 39.19414810000001], [-104.8096309, 39.19575230000001], [-104.81169440000001, 39.21780940000001], [-104.8402152, 39.2162051]]"
66,37,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.83004741999999, 39.230074939999994]","[[-104.8422849, 39.2382533], [-104.840215, 39.216203], [-104.8116942, 39.2178073], [-104.8137581, 39.239857799999996], [-104.8422849, 39.2382533]]"
66,38,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.83211534, 39.25212282]","[[-104.8443555, 39.2602998], [-104.8422848, 39.2382528], [-104.8137581, 39.2398573], [-104.8158228, 39.2619044], [-104.8443555, 39.2602998]]"
66,39,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.83418506000001, 39.27417782]","[[-104.8464283, 39.2823572], [-104.8443559, 39.260304], [-104.8158232, 39.2619087], [-104.8178896, 39.283962], [-104.8464283, 39.2823572]]"
66,40,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.83625512, 39.29622496]","[[-104.8485009, 39.3044016], [-104.84642810000001, 39.2823551], [-104.81788940000001, 39.2839599], [-104.81995630000002, 39.306006599999996], [-104.8485009, 39.3044016]]"
66,41,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.83832512, 39.31825972]","[[-104.8505733, 39.3264316], [-104.8485005, 39.3043969], [-104.8199558, 39.3060018], [-104.8220227, 39.3280367], [-104.8505733, 39.3264316]]"
66,42,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.84039702, 39.34030354]","[[-104.8526483, 39.3484782], [-104.8505737, 39.326436300000005], [-104.8220231, 39.328041500000005], [-104.8240917, 39.350083500000004], [-104.8526483, 39.3484782]]"
66,43,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.84246918000001, 39.36233828]","[[-104.854723, 39.3705098], [-104.852648, 39.3484756], [-104.82409150000001, 39.3500809], [-104.8261604, 39.372115300000004], [-104.854723, 39.3705098]]"
66,44,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.84454226, 39.38437118]","[[-104.8567988, 39.3925417], [-104.854723, 39.3705098], [-104.8261604, 39.3721153], [-104.8282303, 39.394147399999994], [-104.8567988, 39.3925417]]"
66,45,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.8466171, 39.40641107999999]","[[-104.8588767, 39.414584], [-104.8567992, 39.392545999999996], [-104.82823069999999, 39.394151599999994], [-104.83030219999999, 39.41618979999999], [-104.8588767, 39.414584]]"
66,46,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.84869214, 39.428442000000004]","[[-104.8609543, 39.4366118], [-104.8588764, 39.4145814], [-104.8303019, 39.4161872], [-104.8323738, 39.438217800000004], [-104.8609543, 39.4366118]]"
66,47,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.8507677, 39.45046632]","[[-104.8630324, 39.4586334], [-104.8609541, 39.4366096], [-104.8323736, 39.4382156], [-104.834446, 39.4602396], [-104.8630324, 39.4586334]]"
66,48,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.85284474, 39.4724946]","[[-104.8651124, 39.4806628], [-104.8630327, 39.4586361], [-104.8344462, 39.460242199999996], [-104.83652000000001, 39.482269099999996], [-104.8651124, 39.4806628]]"
66,49,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.85492244, 39.49451884]","[[-104.8671928, 39.5026856], [-104.86511229999999, 39.4806623], [-104.8365199, 39.4822686], [-104.8385944, 39.5042921], [-104.8671928, 39.5026856]]"
67,34,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.79543884, 39.16551045999999]","[[-104.8076229, 39.1736962], [-104.8055615, 39.1516387], [-104.7771657, 39.1532318], [-104.7792212, 39.1752894], [-104.8076229, 39.1736962]]"
67,35,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.79749792, 39.187561960000004]","[[-104.8096845, 39.195745], [-104.8076227, 39.1736941], [-104.77922099999999, 39.1752873], [-104.7812769, 39.1973384], [-104.8096845, 39.195745]]"
67,36,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.79955878000001, 39.209620900000004]","[[-104.8117484, 39.2178063], [-104.8096849, 39.1957492], [-104.7812773, 39.1973427], [-104.7833349, 39.2194], [-104.8117484, 39.2178063]]"
67,37,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.80162, 39.23167202]","[[-104.8138122, 39.2398548], [-104.8117482, 39.2178042], [-104.7833347, 39.2193978], [-104.7853927, 39.241448500000004], [-104.8138122, 39.2398548]]"
67,38,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.80368198000001, 39.25372005999999]","[[-104.8158769, 39.2619014], [-104.8138121, 39.239854199999996], [-104.78539260000001, 39.241448], [-104.78745140000001, 39.263495299999995], [-104.8158769, 39.2619014]]"
67,39,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.80574576, 39.27577526]","[[-104.8179437, 39.283959], [-104.8158773, 39.261905600000006], [-104.7874518, 39.2634996], [-104.7895123, 39.2855531], [-104.8179437, 39.283959]]"
67,40,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.80780988, 39.29782256]","[[-104.8200104, 39.3060036], [-104.8179435, 39.2839568], [-104.7895121, 39.2855509], [-104.791573, 39.3075979], [-104.8200104, 39.3060036]]"
67,41,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.80987392, 39.319857479999996]","[[-104.8220768, 39.3280337], [-104.8200099, 39.3059988], [-104.79157260000001, 39.3075931], [-104.79363350000001, 39.3296281], [-104.8220768, 39.3280337]]"
67,42,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.81193985999998, 39.34190148]","[[-104.8241458, 39.3500805], [-104.8220772, 39.3280384], [-104.79363389999999, 39.3296329], [-104.79569659999999, 39.3516751], [-104.8241458, 39.3500805]]"
67,43,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.81400612, 39.36393642]","[[-104.8262146, 39.3721123], [-104.8241456, 39.350077899999995], [-104.7956964, 39.35167249999999], [-104.7977594, 39.37370709999999], [-104.8262146, 39.3721123]]"
67,44,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.81607321999999, 39.38596950000001]","[[-104.8282844, 39.3941444], [-104.8262146, 39.372112300000005], [-104.7977594, 39.373707100000004], [-104.7998233, 39.3957393], [-104.8282844, 39.3941444]]"
67,45,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.81814208, 39.40800954]","[[-104.8303563, 39.4161868], [-104.8282848, 39.3941486], [-104.7998237, 39.3957436], [-104.8018893, 39.4177819], [-104.8303563, 39.4161868]]"
67,46,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.82021119999999, 39.430040580000004]","[[-104.832428, 39.4382147], [-104.83035609999999, 39.416184200000004], [-104.80188899999999, 39.41777930000001], [-104.8039549, 39.43981000000001], [-104.832428, 39.4382147]]"
67,47,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.82228083999999, 39.452065139999995]","[[-104.8345002, 39.4602366], [-104.83242779999999, 39.4382126], [-104.80395479999999, 39.4398079], [-104.80602119999999, 39.461832], [-104.8345002, 39.4602366]]"
67,48,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.82435184, 39.47409356]","[[-104.8365741, 39.4822661], [-104.83450040000001, 39.4602392], [-104.8060214, 39.4618347], [-104.80808920000001, 39.4838617], [-104.8365741, 39.4822661]]"
67,49,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.82642362000001, 39.49611796]","[[-104.8386486, 39.5042891], [-104.83657409999999, 39.4822656], [-104.80808909999999, 39.4838612], [-104.81015769999999, 39.5058848], [-104.8386486, 39.5042891]]"
68,34,BOU,0,0,0,0,1,1,0,0,0,0,"[-104.76694993999999, 39.1671068]","[[-104.7791716, 39.1752922], [-104.7771162, 39.153234600000005], [-104.7486204, 39.1548286], [-104.75066989999999, 39.1768864], [-104.7791716, 39.1752922]]"
68,35,BOU,0,0,0,0,1,0,0,0,0,0,"[-104.76900306, 39.18915847999999]","[[-104.7812273, 39.1973412], [-104.7791714, 39.1752901], [-104.75066969999999, 39.1768843], [-104.75271959999999, 39.1989356], [-104.7812273, 39.1973412]]"
